id_aide,nom,promesse,description_courte,description_longue,programmes_aide,porteurs_aide,porteurs_siren,beneficiaires_aide,types_aides,montant_aide_ou_cout,duree_aide,projets_reference,exemple_projet,thematique_aide,date_ouverture,dates_releve_intermediaire,date_cloture,url_source,contact_question,activation_etape_1,activation_etape_1_liens,activation_etape_2,activation_etape_2_liens,activation_etape_3,activation_etape_3_liens,activation_etape_4,activation_etape_4_liens,activation_etape_5,activation_etape_5_liens,activation_etape_6,activation_etape_6_liens,eligibilite_geographique,eligibilite_geographique_exclusions,eligibilite_sectorielle,eligibilite_sectorielle_naf,eligibilite_sectorielle_exclusions,eligibilite_effectif,eligibilite_effectif_min,eligibilite_effectif_max,eligibilite_existence,eligibilite_existence_min,eligibilite_existence_max,eligibilite_statuts_specifiques,eligibilite_statuts_exclus,eligibilite_autre,date_mise_a_jour_aide
08182520-0c0a-4433-a7cd-0f0cc630ed21,"Investissement ""vélotourisme""","Restaurateurs & hébergeurs, équipez votre établissement pour rejoindre le référentiel Accueil vélo©","Vous aimeriez que votre établissement devienne Accueil Vélo© pour développer le vélotourisme et gagner en visibilité ? L'ADEME vous aide à financer les équipements nécessaires pour être référencé auprès de la marque. Ainsi, mettez en place des emplacements de stationnement vélo, des bornes de recharges pour vélos à assistance électrique, des bornes de gonflage et de réparation, ainsi que des consignes à bagages sécurisées.","Accueil Vélo© est une marque nationale qui garantit un accueil,
des services et des équipements spécifiques adaptés aux besoins des touristes à vélo le long des itinéraires cyclables en France.

Le volet 1 du programme ""Développer le vélotourisme"" de l'ADEME a pour objectif de faciliter l'obtention de la Marque 'Accueil Vélo©' pour les hébergements touristiques classés et restaurateurs.

L'ADEME vous finance les équipements et services attendus au sein du référentiel de la marque Accueil Vélo :
- des emplacements de stationnement vélo (à minima 5 pour être Accueil Vélo)
- des bornes de recharge VAE
- des bornes de gonflage
- des bornes de réparation
- des bornes multifonction
- des consignes à bagages sécurisées

Le projet devra présenter une demande d’aide totale minimum de 400€ pour être recevable.",,ADEME,385290309,Entreprises privées,Financement,Jusqu’à 55 % des coûts d'investissement,,[Abris à vélos](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/abris-velos)|[Changement des modes de transport](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/transition-mobilites),,écologie > mobilite,2024-01-08T23:00:00.000Z,,,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/investissement-velotourisme,https://agirpourlatransition.ademe.fr/form/contact?id_dsp=DSP000686,Prenez contact avec le référent Accueil Vélo de votre territoire pour vous assurer de la correspondance entre votre projet d’investissement et les attendus de la marque Accueil Vélo©.,[Prendre contact](https://www.francevelotourisme.com/contact/devenir_accueil_velo),Remplissez une demande d'aide et réaliser le calcul prévisionnel de l'aide mobilisable sur l'outil en ligne. Vous pourrez ensuite télécharger un justificatif à joindre à votre dossier.,[Remplir une demande d'aide](https://developper-velotourisme.ademe.fr/connexion),Créez un compte ADEME pour pouvoir déposer votre dossier.,[Créer mon compte ADEME](https://agirpourlatransition.ademe.fr/user/register),"Prenez connaissance de l'ensemble des pièces justificatives à fournir sur le site de l'ADEME puis déposez votre dossier pour le projet ""déployer la marque Accueil Vélo"".",[Déposer mon dossier](https://agirpourlatransition.ademe.fr/entreprises/aides-financieres/20240725/developper-velotourisme?cible=79),"L'ADEME étudie votre demande d'aide. Si votre demande est acceptée, recevez un contrat de financement précisant le montant d’aide maximum, les conditions et les modalités de versement.",,Réalisez la mise en place des équipements.,,PAYS-99100,,"Votre établissement est classé Hôtel de tourisme, Camping et Parc résidentiel de loisirs, Résidence de tourisme, Village de vacances, Auberge collective, selon les normes nationales du référentiel de classement porté par Atout France (Article L311-6 du livre III du code du tourisme).;Les structures suivantes ne sont pas éligibles : les loueurs et réparateurs de vélos, les équipements ét établissements thermaux et centres de thalassothérapie, les zones commerciales, villages d'artisans, galeries et boutiques de souvenirs à proximité de lieux de visite ou de pélerinage, les salles de spectacles, les cinémas, les salles de jeux et les casinos, les lieux éphémères et événements itinérants, les Parcs naturels régionaux, les parcs nationaux, les parcs naturels marins, les ""Grands sites de France"".",A|G|I|O,,Toutes tailles,,,,,,,,"- Votre établissement est situé à moins de 5 km d'un itinéraire cyclable.
- Vous implantez au minimum 5 emplacements vélo.
- La période d'ouverture de votre établissement est d'au moins 8 mois dans l'année.
- Vous êtes ouvert de 11h30 à 14h30.
- Vous êtes en mesure de proposer une formule rapide.",2025-06-23T07:47:22.081Z
3ab1aaed-295b-42fe-a76a-68dd6c9d43b3,Diag Perf'Immo,Réduisez la consommation énergétique de vos bâtiments,"Bpifrance propose le diagnostic Perf’Immo pour vous aider à améliorer la performance énergétique de vos bâtiments et à répondre aux exigences du Décret Tertiaire. Cet accompagnement se déroule en plusieurs étapes :

- Collecte et analyse des données existantes (plans, équipements, consommations, usages…)

- Visite du site et mesures complémentaires si nécessaire

- Bilan énergétique et définition d’objectifs conformes à la réglementation

- Élaboration de scénarios d’amélioration chiffrés et hiérarchisés

- Aide à la déclaration sur la plateforme OPERAT, si besoin

Ce diagnostic vous aide à prioriser vos actions, à planifier vos investissements et à engager une trajectoire d’optimisation énergétique claire et durable.","L’obligation réglementaire du Dispositif Éco Énergie Tertiaire (DEET), plus communément appelé « décret tertiaire », impose aux entreprises de réduire la consommation d’énergie de leurs bâtiments abritant des activités tertiaires. Cette obligation traduit la volonté du gouvernement d’améliorer la performance énergétique du parc français de bâtiments existants.

Le décret tertiaire est officiellement entré en vigueur en octobre 2019.",,Banque Publique d'Investissement France|ADEME,483790069|385290309,Entreprises privées,étude,"entre 3 000 € HT et 17 000 € HT (subventionné par l'ADEME à hauteur de 40% du montant HT, dans la limite de 6 800 € par site)",variable selon la surface et la complexité du site,[Audit énergétique](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/audit-energetique),,écologie > batiment,,,,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/diag-perf-immo,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/diag-perf-immo,Contactez un conseiller via le formulaire dédié pour exprimer votre intérêt.,[mission transition écologique](https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/diag-perf-immo),Un conseiller vous rappelle pour répondre à vos questions et vous guider dans la constitution de votre demande.,,"Définissez avec l’expert le périmètre du diagnostic, la méthode et le calendrier.",,Lancez le diagnostic avec le bureau d’études spécialisé et référencé par Bpifrance.,,,,,,PAYS-99100,,"Activités tertiaires privées (tourisme, commerce, santé, logistique, services…);",B|C|D|E|F|G|H|I|K|L|M|N|P|Q|R|S|T|U,,Toutes tailles,,,,,,,micro-entrepreneur,- Être propriétaire de bâtiment(s) à usage tertiaire ou mixte industriel-tertiaire et disposant des plans.,2025-06-23T07:47:22.081Z
0688a87e-a41a-4194-bd81-7147042608b4,Formations Transition Écologique et Énergétique,Accédez à des formations courtes et opérationnelles aux enjeux de la transition écologique et énergétique,"Bpifrance Université propose un large catalogue de formations gratuites pour accompagner votre transition écologique et renforcer votre stratégie RSE. Animées par des experts, ces formations couvrent les grands enjeux environnementaux, sociaux et économiques : achats responsables, réduction de l’impact environnemental, inclusion, etc.

- Suivez les contenus à votre rythme, en toute autonomie : modules e-learning, webinaires en direct ou en replay, podcasts, guides pratiques, tutos et interviews d’experts.

- Profitez également d’un outil d’autodiagnostic pour évaluer l’impact environnemental de votre activité et identifier des pistes d’action.

Un appui concret et accessible pour faire monter en compétence vos équipes et structurer votre démarche de responsabilité sociétale.","Ce cursus Transition Écologique et Énergétique vous permettra de :
- mesurer l’impact de votre activité sur l’environnement à l’aide de l’autodiagnostic ""Mon Climatomètre""
- Comprendre ce qu’est la transition écologique et énergétique (TEE) et ses enjeux dans votre entreprise
- Opérer une TEE au sein de votre entreprise
- Cerner la TEE au sein de votre secteur d’activité",,Banque Publique d'Investissement France,483790069,Entreprises privées,Formation,Gratuit ,1h,[Formation environnement](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/formation)|[Achats responsables](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/achats-responsables),,écologie > rh,,,,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/formations-tee,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/formations-tee,Créez votre compte sur la plateforme Bpifrance Université dédiée aux dirigeants d'entreprises.,[Bpifrance Université](https://universite.bpifrance.fr/Account/login),Accédez à un catalogue d'une cinquantaine de formations gratuites sur la thématique de la transition écologique et énergétique.,,,,,,,,,,PAYS-99100,,Tous secteurs d’activité;,A|B|C|D|E|F|G|H|I|J|K|L|M|N|O|P|Q|R|S|T|U,,Toutes tailles,,,,,,,,,2025-06-23T07:47:22.081Z
57edaba3-cac5-4336-9f16-32370dc60cf1,ORMAT,Valorisez vos déchets en Matières Premières de Recyclage,"L’appel à projets **""Objectif Recyclage MATières""** soutient les initiatives favorisant la production locale, l’utilisation efficace et le reconditionnement des Matières Premières de Recyclage (MPR) pour la fabrication de batteries.

L’ADEME finance les diagnostics, études, tests de performance, expérimentations ainsi que les investissements liés à l’outil productif de MPR.","Cet appel à projets s'adresse à vous si : 
• Vous êtes préparateur en charge du surtri et de la préparation des déchets, étapes en aval de leur collecte et de leur premier tri, en vue de leur transformation en Matière Première de Recyclage (MPR). Vous souhaitez améliorer la performance de vos process ou développer de nouvelles capacités.

• Vous êtes régénérateur ou recycleur et vous produisez de la Matière Première de Recyclage en vue de son utilisation industrielle. Vous souhaitez améliorer la performance de vos process ou développer de nouvelles capacités.

• Vous êtes transformateur et souhaitez incorporer de la Matière Première de Recyclage dans vos produits (ou en incorporer davantage).

• Vous êtes un transformateur qui reconditionne ou remanufacture des batteries ou leurs composants déjà utilisés, au
lieu de s’approvisionner en matières vierges et composants neufs pour produire des batteries
neuves. 

• Vous êtes un donneur d'ordre qui s’appuie sur les procédés de
fabrication de transformateurs sous-traitants. 

6 familles de matériaux sont concernées : plastiques, textiles, métaux et batteries, bois, papier – carton, verre et matériaux minéraux.",,ADEME,385290309,Entreprises privées,Financement,"Jusqu'à 80% d'aide, dans un maximum selon le projet",,[Réduction des emballages](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/reduction-emballages)|[Plan d’action déchets & pertes matière](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/plan-action-dechets)|[Tri sélectif](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/tri-dechets),,écologie > dechets,,,2025-06-09T22:00:00.000Z,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/ormat,https://agirpourlatransition.ademe.fr/form/contact?id_dsp=DSP000798,Vérifiez l’éligibilité de votre projet en parcourant la documentation de l’ADEME ou en contactant un conseiller.,[Conditions éligibilité et financement](https://agir.ademe.fr/sites/default/files/AAP%20ORMAT%202025%20-%20Cahier%20des%20charges%20-%202025.pdf),"Choisissez le prestataire qui va vous accompagner pour mener l'étude (si vous sollicitez une aide aux diagnostics, études de faisabilité et essais / expérimentation).",,Créez un compte ADEME pour pouvoir déposer votre dossier.,[Créer mon compte ADEME](https://agirpourlatransition.ademe.fr/user/register),"Déposez votre demande d'aide : informations administratives, description du projet, détails techniques et financiers, etc. A ce stade, votre projet ne doit pas avoir commencé !",[Déposer mon dossier](https://agir.ademe.fr/aides-financieres/aap/fonds-economie-circulaire-ormat-2025-objectif-recyclage-matieres?backtosearch=true#eligibility),"L'ADEME étudie votre demande d'aide. Si votre demande est acceptée, recevez un contrat de financement précisant le montant d’aide maximum, les conditions et les modalités de versement.",,Réalisez votre étude ou votre investissement.,,COM-987|REG-52|COM-988|REG-75|REG-06|REG-02|REG-04|REG-11|REG-32|REG-03|REG-01|REG-44|REG-24|REG-53|REG-27|REG-84|REG-76|REG-94|REG-28,,Tous secteurs d’activité;,B|C|E|F|G,,Toutes tailles,,,,,,,,,2025-06-23T07:47:22.081Z
8b9f84d6-4ad0-43ee-a2b4-4de87c757acf,PACTE Industrie,Engagez votre industrie dans une démarche de décarbonation,"Le programme PACTE Industrie accompagne les industriels dans leur transition énergétique grâce à des études et un coaching personnalisés.

Il vous aide notamment à :

- réaliser des **études d’opportunité** sur le mix énergétique,

- élaborer une **stratégie de décarbonation** ambitieuse,

- construire un **plan de financement** adapté à vos projets.

L’accompagnement couvre le management de l’énergie, la stratégie bas carbone et la structuration financière pour vous permettre de mener à bien votre transition.","Plusieurs types d'accompagnement sont proposés :
• étude des leviers de décarbonation à l’échelle du site industriel : efficacité énergétique, récupération de chaleur fatale, énergies renouvelables, ou encore électrification et hydrogène.
• élaboration d'une stratégie de décarbonation ambitieuse et le plan de transition associé (ACT pas à pas), à l’échelle du groupe.
• élaboration d'une Trajectoire d’Investissements Bas Carbone (TIBC) à l’échelle du groupe pour obtenir un chiffrage des gains d’émissions de gaz à effet de serre associés.
• évaluation de l’ambition d’une stratégie de décarbonation et son alignement au regard des objectifs de l’Accord de Paris (ACT évaluation).
• accompagnement pour les projets d’investissement bas carbone pour construire leurs plans de financement.",,ADEME,385290309,Entreprises privées,Financement-étude,Jusqu'à 80% du coût de l'étude selon la taille de l'entreprise,,[Plan de transition bas carbone](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/plan-transition-bas-carbone),,écologie > energie,2023-01-05T23:00:00.000Z,,,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/pacte-industrie,https://pacte-industrie.ademe.fr/contact/,Vérifiez l’éligibilité de votre projet en parcourant la documentation de l’ADEME ou en contactant un conseiller.,[Conditions éligibilité et financement](https://agirpourlatransition.ademe.fr/entreprises/sites/default/files/PACTE%20Industrie%20-%20Conditions%20d%27%C3%A9ligibilit%C3%A9%20et%20de%20financement%20-%202025.pdf),Choisissez un bureau d'étude parmi les prestataires référencés dans le cadre du programme PACTE Industrie.,[Annuaire des prestataires](https://agirpourlatransition.ademe.fr/entreprises/sites/default/files/PACTE%20Industrie%20-%20Annuaire%20prestataires.xlsx),Créez un compte ADEME pour pouvoir déposer votre dossier.,[Créer mon compte ADEME](https://agirpourlatransition.ademe.fr/user/register),"Déposez votre dossier : informations administratives, description du projet, détails techniques et financiers, etc. À ce stade, votre projet ne doit pas avoir commencé !",[Déposer mon dossier](https://agirpourlatransition.ademe.fr/entreprises/aides-financieres/2025/pacte-industrie-parcours-accompagnement-competences-transition-energetique),"L'ADEME étudie votre demande d'aide. Si votre demande est acceptée, recevez un contrat de financement précisant le montant d’aide maximum, les conditions et les modalités de versement.",,Réalisez votre étude ou votre coaching.,,PAYS-99100,,Industrie;,B|C|D|E,,Toutes tailles,,,,,,,,,2025-06-23T07:47:22.081Z
b51c6602-fa20-4274-a865-044d3800d2f7,Performa Environnement,Mesurez votre maturité écologique et créez un plan d’action personnalisé avec un conseiller,"Améliorez la performance environnementale de votre entreprise artisanale grâce à un diagnostic complet réalisé par un conseiller de la Chambre de Métiers et de l’Artisanat. Cet **état des lieux à 360°** permet d’identifier vos principaux postes de consommation et de dégager des pistes d’économies concrètes.

- **Analyse de votre activité** sous plusieurs angles : énergie, isolation, eau, déchets, matières premières, achats, mobilité…

- **Remise d’un plan d’action personnalisé** pour réduire vos impacts et optimiser vos dépenses.

- Possibilité de valoriser votre démarche par un **label environnemental reconnu.**

- Appui dans l’**identification des aides disponibles** (investissements, études, formations) et accompagnement au montage des demandes de financement.",,,Chambre des Métiers et de l'Artisanat,187500046,Entreprises privées,étude,Gratuit,1 journée,[Gestion des biodéchets](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/gestion-biodechets)|[Diagnostic à 360° sur la transition écologique](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/diag-360)|[Plan d’adaptation au dérèglement climatique](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/plan-adaptation-climat)|[Covoiturage](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/covoiturage)|[Maîtrise des besoins de chauffage](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/maitrise-besoins-chauffage),,écologie > analyses,,,,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/performa-environnement,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/performa-environnement,Contactez un conseiller via le formulaire dédié pour exprimer votre intérêt.,[mission transition écologique](https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/performa-environnement),Un conseiller vous rappelle pour répondre à vos questions et vous guider dans la constitution de votre demande.,,"Définissez avec l’expert le périmètre du diagnostic, la méthode et le calendrier.",,Lancez le diagnostic avec l'expert proposé par votre CMA.,,,,,,PAYS-99100,,Artisan;,C|D|E|F|G|H|I|J|R|T,,Moins de 250 salariés,,249,,,,Artisan,,- Être un artisan,2025-06-23T07:47:22.081Z
d85d6ae9-16f0-4962-bba8-807967f1ed30,Plan de mobilité,Mettez en place un plan de mobilité sur mesure avec l'aide d'un expert,"La Chambre de Commerce et d’Industrie vous accompagne dans la mise en place d’un plan de mobilité adapté à votre entreprise et conforme à vos obligations légales. Cet accompagnement permet d’intégrer la mobilité durable dans votre stratégie tout en fédérant vos équipes.

- Structuration de la démarche et mobilisation des acteurs clés.

- Réalisation d’un diagnostic mobilité (analyse territoriale, enquête salariés…).

- Co-construction d’un plan d’action lors d’un atelier participatif.

- Mise en œuvre des actions en impliquant les collaborateurs à chaque étape.

- Suivi de la démarche et pilotage du plan sur trois ans.

Un accompagnement opérationnel pour réduire l’impact de vos déplacements professionnels, améliorer le bien-être des salariés et répondre aux enjeux environnementaux et réglementaires.","Le plan de mobilité (PDM) est un ensemble de mesures visant à optimiser les déplacements liés aux activités professionnelles. Cela concerne les trajets domicile/travail mais aussi les déplacements professionnels des collaborateurs, des clients et des partenaires.
Le PDM est une obligation pour les entreprises de plus de 100 travailleurs sur un même site. 

Exemples de mesures pouvant entrer dans un PDM :
• La promotion du vélo ; 
• L’amélioration de l’accès des bâtiments par les piétons ; 
• L’encouragement à l’utilisation des transports publics ;
• L’aménagement des horaires de travail ;
• L’accompagnement et l’encouragement à habiter à proximité du lieu de travail ou sur le réseau de transport en commun ;
• La mise en place d’un service d’autopartage ;
• L’incitation au covoiturage ;
•  La garantie de la prise en charge du retour au domicile en cas de circonstances exceptionnelles : chèque-taxi, utilisation de voitures de service ou de vélos à assistance électrique...

Cette démarche peut également être conduite à l'échelle d'un parc d'activité ou d'un bassin d'emploi pour mutualiser les actions entre plusieurs entreprises et ainsi renforcer l'impact des actions proposées",,Chambre de Commerce et de l'Industrie,187500020,Entreprises privées,étude,de 3 000 € à 10 000 € en fonction de la taille de l'entreprise,6 à 12 jours,[Plan d'action mobilité](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/plan-mobilite)|[Covoiturage](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/covoiturage)|[Déplacements en train](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/trajet-ferroviaire-train-metro)|[Changement des modes de transport](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/transition-mobilites)|[Écoconduite](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/ecoconduite),,écologie > mobilite,2022-12-31T23:00:00.000Z,,,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/plan-de-mobilite,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/plan-de-mobilite,Contactez un conseiller via le formulaire dédié pour exprimer votre intérêt.,[mission transition écologique](https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/plan-de-mobilite),Un conseiller vous rappelle pour répondre à vos questions et vous guider dans la constitution de votre demande.,,"Définissez avec l’expert le périmètre du diagnostic, la méthode et le calendrier.",,Lancez le diagnostic avec l'expert proposé par votre CCI.,,,,,,REG-11,,Tous secteurs d’activité;,A|B|C|D|E|F|G|H|I|J|K|L|M|N|O|P|Q|R|S|T|U,,Entre 50 et 500 salariés,50,499,,,,,micro-entrepreneur,,2025-06-23T07:47:22.081Z
b48526d6-31b8-45b9-9309-77142298aa87,"Investissement ""VTE Vert""",Recrutez un jeune talent sur des missions de transition énergétique et écologique,"Le Volontariat Territorial en Entreprise (VTE) ""Vert"" permet d’accompagner financièrement les entreprises dans leur recrutement d’un jeune talent sur des missions de transition énergétique et écologique.","L’Aide VTE Vert est destinée à contribuer au financement de frais internes (rémunération) et/ou de frais externes (frais de scolarité, achat de matériel ou logiciel, etc.) directement liés à la mission du jeune en VTE Vert. 

Le programme VTE Vert entend par jeune talent : 
• un jeune diplômé depuis moins de 2 ans
• un étudiant ou diplômé à partir du niveau bac+3

La mission d’un VTE doit durer au moins un an, soit en alternance longue (contrat d’apprentissage ou de professionnalisation), soit sur la base d’un CDD d’au moins un an, ou d’un CDI.

Le VTE prend la forme d’un contrat d’apprentissage ou de travail classique. Il est rémunéré sur la base d’un accord entre l’entreprise et le Volontaire, aux conditions du marché. ",,Banque Publique d'Investissement France|ADEME,483790069|385290309,Entreprises privées,Financement,50% des dépenses engagées dans la limite de 8000 €,,[Recrutement](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/recrutement),,écologie > rh,,,,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/investissement-vte-vert,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/investissement-vte-vert,"Vous n'avez pas encore trouvé votre talent VTE ? Créez votre espace recruteur sur le site vte-france. Depuis votre espace, vous pourrez publier une annonce et accéder à la CVthèque des candidats.",[Espace recruteur](https://www.emploi.vte-france.fr/company/signin/register),"Si vous avez déjà recruté votre talent, vous pouvez demander la labellisation VTE Vert du contrat au plus tard dans les 6 mois de l'embauche en respectant les critères et l'impact vert de la mission.",,Créez un compte ou connectez-vous sur le site Bpifrance pour effectuez votre demande de labellisation.,[Demande de labellisation VTE](https://app.bel.bpifrance.fr/subscribe/aide-vte-label?pk_vid=a37ce807173eb2fb170834785823c481),"Votre demande de labellisation est étudiée. Si vous êtes éligible, vous êtes invité à transmettre des documents complémentaires.",,Votre talent opère ses missions durant un minimum d'un an (ou 10 mois pour un alternant).,,"Après 12 mois, partagez vos justificatifs pour vous permettre de percevoir l'aide VTE Vert.",,PAYS-99100,,Tous secteurs d’activité;,A|B|C|D|E|F|G|H|I|J|K|L|M|N|O|P|Q|R|S,,Moins de 5000 salariés,,4999,,,,,micro-entrepreneur,- Sont exclues les entreprises en difficulté au sens de la définition européenne,2025-06-23T07:47:22.081Z
c6755852-c33d-408e-acc8-a295e1d1a166,Mission de Conseil RSE,Bénéficiez d'un consultant expert pour définir et mettre en place votre feuille de route RSE,"Avec la Mission de Conseil RSE, bénéficiez de 13 jours d’accompagnement pour structurer une stratégie RSE adaptée à votre réalité d’entreprise.

- **Définissez une ambition RSE** adaptée à votre entreprise et traduisez-la en engagements concrets.

- **Mobilisez une équipe projet** pour porter cette ambition et embarquer vos collaborateurs.

- **Co-construisez un plan d’action** réaliste pour intégrer la RSE dans vos pratiques au quotidien.

- **Appuyez-vous sur des données de marché** (études sectorielles, benchmark, veille) pour éclairer vos décisions stratégiques.

Cet accompagnement vous permet de passer à l’action de manière structurée, avec des outils concrets et un cadre clair pour faire de la RSE un levier de transformation durable.",,,Banque Publique d'Investissement France,483790069,Entreprises privées,étude,13 000 € HT après subvention de 50%,13 jours de prestation répartis sur 6 à 8 semaines,[Stratégie RSE](https://mission-transition-ecologique.beta.gouv.fr/projets-entreprise/strategie-rse),,écologie > analyses,2017-12-31T23:00:00.000Z,,,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/mission-conseil-rse,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/mission-conseil-rse,Contactez un conseiller via le formulaire dédié pour exprimer votre intérêt.,[mission transition écologique](https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/mission-conseil-rse),Un conseiller vous rappelle pour répondre à vos questions et vous guider dans la constitution de votre demande.,,"Définissez avec l’expert le périmètre du diagnostic, la méthode et le calendrier.",,Lancez la mission de conseil avec le bureau d'études sélectionné par Bpifrance.,,,,,,PAYS-99100,,Tous secteurs d’activité;,B|C|D|E|F|G|H|I|J|K|L|M|N|Q|R|S,,Plus de 10 salariés,10,,Au moins 3 ans d’activité,3,,,micro-entrepreneur,"- Votre entreprise doit avoir une structuration suffisante pour que le parcours conseil soit adapté (en général, minimum 5M€ de chiffres d'affaires, dérogations acceptées)",2025-06-23T07:47:22.081Z
3f7c4b87-261b-4aa7-a503-bdff66f7e653,Mission Stratégie Environnement,Définissez la feuille de route pour la transition énergétique et écologique de votre entreprise,"Bénéficiez de **13 jours d’accompagnement** par un expert environnement référencé par Bpifrance pour intégrer la **transition écologique et énergétique** dans la stratégie de votre entreprise. Cette mission vous permet de prendre du recul, structurer votre démarche et construire une **feuille de route adaptée** à votre activité.

Vous pourrez :

- **Sensibiliser vos équipes** aux enjeux environnementaux,

- **Évaluer les impacts** de votre activité,

- **Identifier risques et opportunités** liés à la transition,

- **Formaliser votre raison d’être**,

- et construire une **trajectoire jusqu’en 2030** pour guider vos actions selon vos objectifs.",,,Banque Publique d'Investissement France|InvestEU,483790069,Entreprises privées,étude,5 000 € HT,13 jours,,,écologie > rh,,,,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/mission-strategie-environnement,https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/mission-strategie-environnement,Contactez un conseiller via le formulaire dédié pour exprimer votre intérêt.,||[mission transition écologique](https://mission-transition-ecologique.beta.gouv.fr/aides-entreprise/mission-strategie-environnement),Un conseiller vous rappelle pour répondre à vos questions et vous guider dans la constitution de votre demande.,,"Définissez avec l’expert le périmètre du diagnostic, la méthode et le calendrier.",,Lancez le diagnostic avec l'expert environnement référencé par Bpifrance.,,,,,,PAYS-99100,,Tous secteurs d’activité;,A|B|C|D|E|F|G|H|I|J|K|L|M|N|O|P|Q|R|S|T|U,,Plus de 10 salariés,10,,Au moins 3 ans d’activité,3,,,micro-entrepreneur,"- Réaliser au minimum 5M€ de chiffre d'affaires (les PME réalisant moins de 5M€ de CA peuvent être éligibles, sous condition de structuration suffisante afin que le parcours conseil soit adapté)",2025-06-23T07:47:22.081Z
